Country;League;Season;Date;Time;Home;Away;HG;AG;Res;PH;PD;PA;MaxH;MaxD;MaxA;AvgH;AvgD;AvgA
Brazil;Serie A;2022;26/07/2022;00:00:00;Coritiba;Cuiaba;1;0;0;213;314;405;224;332;405;213;309;378
Brazil;Serie A;2022;30/07/2022;20:30:00;Ceara;Palmeiras;1;2;1;376;329;215;388;334;219;359;323;212
Brazil;Serie A;2022;30/07/2022;20:30:00;Goias;Coritiba;1;0;0;244;318;325;265;32;325;246;31;301
Brazil;Serie A;2022;30/07/2022;23:00:00;Corinthians;Botafogo RJ;1;0;0;183;332;536;195;34;536;182;323;497
Brazil;Serie A;2022;31/07/2022;00:30:00;Flamengo RJ;Atletico GO;4;1;0;147;434;776;149;46;8;145;425;74
Brazil;Serie A;2022;31/07/2022;20:00:00;Athletico-PR;Sao Paulo;1;0;0;205;326;414;217;34;42;202;325;389
Brazil;Serie A;2022;31/07/2022;20:00:00;Internacional;Atletico-MG;3;0;0;32;298;26;325;314;272;309;299;251
Brazil;Serie A;2022;31/07/2022;22:00:00;America MG;Avai;3;1;0;171;365;559;182;374;56;174;348;503
Brazil;Serie A;2022;31/07/2022;22:00:00;Cuiaba;Fortaleza;0;1;1;274;292;308;274;3;32;262;288;304
Brazil;Serie A;2022;31/07/2022;23:00:00;Bragantino;Juventude;1;0;0;159;388;659;161;41;7;155;391;633
Brazil;Serie A;2022;02/08/2022;00:00:00;Santos;Fluminense;2;2;2;304;323;254;322;324;261;301;31;247
Brazil;Serie A;2022;06/08/2022;20:30:00;Botafogo RJ;Ceara;1;1;2;24;308;342;245;317;35;236;305;325
Brazil;Serie A;2022;06/08/2022;20:30:00;Juventude;America MG;0;1;1;242;325;32;25;33;33;238;316;312
Brazil;Serie A;2022;06/08/2022;23:00:00;Atletico GO;Bragantino;2;1;0;325;319;243;325;329;269;302;316;243
Brazil;Serie A;2022;06/08/2022;23:00:00;Avai;Corinthians;1;1;2;327;295;257;345;305;262;315;293;25
Brazil;Serie A;2022;07/08/2022;00:30:00;Sao Paulo;Flamengo RJ;0;2;1;347;328;227;355;344;243;331;318;227
Brazil;Serie A;2022;07/08/2022;20:00:00;Fluminense;Cuiaba;1;0;0;149;401;838;154;401;92;151;38;76
Brazil;Serie A;2022;07/08/2022;20:00:00;Palmeiras;Goias;3;0;0;126;626;1125;129;65;13;124;599;1121
Brazil;Serie A;2022;07/08/2022;22:00:00;Fortaleza;Internacional;3;0;0;174;376;508;19;376;54;176;358;478
Brazil;Serie A;2022;07/08/2022;23:00:00;Atletico-MG;Athletico-PR;2;3;1;151;418;732;158;44;77;15;404;701
Brazil;Serie A;2022;09/08/2022;00:00:00;Coritiba;Santos;1;2;1;271;306;297;276;317;301;264;3;288
Brazil;Serie A;2022;13/08/2022;20:30:00;Goias;Avai;1;1;2;196;343;428;198;352;466;194;337;407
Brazil;Serie A;2022;13/08/2022;23:00:00;Corinthians;Palmeiras;0;1;1;351;302;24;365;314;248;339;301;233
Brazil;Serie A;2022;14/08/2022;00:30:00;Cuiaba;Juventude;1;0;0;203;305;468;205;316;485;2;303;443
Brazil;Serie A;2022;14/08/2022;01:00:00;Botafogo RJ;Atletico GO;0;0;2;207;337;393;223;347;413;205;33;375
Brazil;Serie A;2022;14/08/2022;15:00:00;Coritiba;Atletico-MG;0;1;1;538;38;17;54;382;18;508;361;171
Brazil;Serie A;2022;14/08/2022;20:00:00;Ceara;Fortaleza;0;1;1;296;293;283;296;315;295;282;293;275
Brazil;Serie A;2022;14/08/2022;20:00:00;Flamengo RJ;Athletico-PR;5;0;0;133;531;1033;135;55;11;131;522;979
Brazil;Serie A;2022;14/08/2022;20:00:00;Sao Paulo;Bragantino;3;0;0;215;338;368;235;346;368;214;328;349
Brazil;Serie A;2022;14/08/2022;22:00:00;America MG;Santos;1;0;0;238;307;35;246;326;352;235;307;327
Brazil;Serie A;2022;14/08/2022;23:00:00;Internacional;Fluminense;3;0;0;249;314;319;254;336;323;241;312;311
Brazil;Serie A;2022;20/08/2022;20:30:00;Atletico-MG;Goias;0;1;1;124;642;1263;125;67;15;122;614;1281
Brazil;Serie A;2022;20/08/2022;23:00:00;Fluminense;Coritiba;5;2;0;139;486;899;142;5;95;137;475;846
Brazil;Serie A;2022;21/08/2022;15:00:00;Juventude;Botafogo RJ;2;2;2;251;311;319;255;326;329;244;308;309
Brazil;Serie A;2022;21/08/2022;20:00:00;Palmeiras;Flamengo RJ;1;1;2;2;349;403;213;368;42;201;338;38
Brazil;Serie A;2022;21/08/2022;22:00:00;Athletico-PR;America MG;1;1;2;188;347;466;19;39;491;185;348;433
Brazil;Serie A;2022;21/08/2022;22:00:00;Atletico GO;Cuiaba;1;1;2;226;296;397;228;316;4;221;297;376
Brazil;Serie A;2022;21/08/2022;22:00:00;Bragantino;Ceara;1;1;2;186;35;468;19;355;512;185;338;455
Brazil;Serie A;2022;21/08/2022;22:00:00;Fortaleza;Corinthians;1;0;0;194;33;461;202;336;475;193;322;439
Brazil;Serie A;2022;21/08/2022;23:00:00;Santos;Sao Paulo;1;0;0;251;3;331;256;325;34;241;303;321
Brazil;Serie A;2022;23/08/2022;00:00:00;Avai;Internacional;0;1;1;376;325;217;411;332;22;366;318;213
Brazil;Serie A;2022;27/08/2022;20:30:00;Coritiba;Avai;1;0;0;195;339;437;2;358;46;194;333;408
Brazil;Serie A;2022;27/08/2022;20:30:00;Goias;Atletico GO;2;1;0;279;3;293;281;323;296;267;302;283
Brazil;Serie A;2022;27/08/2022;23:00:00;Fluminense;Palmeiras;1;1;2;319;314;246;322;336;282;302;316;244
Brazil;Serie A;2022;28/08/2022;01:00:00;Ceara;Athletico-PR;0;0;2;18;362;491;194;362;5;177;351;475
Brazil;Serie A;2022;28/08/2022;20:00:00;America MG;Atletico-MG;1;1;2;572;38;167;6;38;173;54;368;166
Brazil;Serie A;2022;28/08/2022;20:00:00;Sao Paulo;Fortaleza;0;1;1;193;336;454;21;359;46;194;328;417
Brazil;Serie A;2022;28/08/2022;22:00:00;Botafogo RJ;Flamengo RJ;0;1;1;497;373;176;525;382;183;475;359;175
Brazil;Serie A;2022;28/08/2022;22:00:00;Cuiaba;Santos;0;0;2;234;288;384;244;302;384;235;289;35
Brazil;Serie A;2022;30/08/2022;00:00:00;Internacional;Juventude;4;0;0;144;456;788;147;458;92;143;438;765
Brazil;Serie A;2022;30/08/2022;01:30:00;Corinthians;Bragantino;1;0;0;205;314;438;217;324;473;204;305;418
Brazil;Serie A;2022;03/09/2022;20:30:00;Juventude;Avai;1;1;2;225;312;374;232;324;374;224;308;348
Brazil;Serie A;2022;03/09/2022;23:00:00;Athletico-PR;Fluminense;1;0;0;325;325;239;35;345;245;314;327;231
Brazil;Serie A;2022;03/09/2022;23:00:00;Bragantino;Palmeiras;2;2;2;267;306;302;285;324;302;263;302;287
Brazil;Serie A;2022;04/09/2022;00:30:00;America MG;Coritiba;2;0;0;167;369;604;172;378;65;167;358;556
Brazil;Serie A;2022;04/09/2022;15:00:00;Flamengo RJ;Ceara;1;1;2;136;492;1017;141;51;1017;135;478;907
Brazil;Serie A;2022;04/09/2022;20:00:00;Corinthians;Internacional;2;2;2;244;295;353;253;318;39;239;294;338
Brazil;Serie A;2022;04/09/2022;20:00:00;Fortaleza;Botafogo RJ;1;3;1;172;351;58;173;36;62;17;347;544
Brazil;Serie A;2022;04/09/2022;22:00:00;Atletico GO;Atletico-MG;0;2;1;452;349;189;465;355;195;431;339;188
Brazil;Serie A;2022;04/09/2022;23:00:00;Cuiaba;Sao Paulo;1;1;2;232;282;404;25;299;404;232;281;369
Brazil;Serie A;2022;06/09/2022;00:00:00;Santos;Goias;1;2;1;159;394;642;165;4;66;159;383;585
Brazil;Serie A;2022;07/09/2022;21:00:00;Atletico-MG;Bragantino;1;1;2;168;375;572;175;398;635;167;367;546
Brazil;Serie A;2022;10/09/2022;20:30:00;Ceara;Santos;2;1;0;216;307;408;222;314;41;214;302;383
Brazil;Serie A;2022;10/09/2022;20:30:00;Internacional;Cuiaba;1;0;0;16;374;685;165;375;705;16;362;639
Brazil;Serie A;2022;10/09/2022;23:00:00;Fluminense;Fortaleza;2;1;0;172;363;557;174;375;569;17;358;524
Brazil;Serie A;2022;11/09/2022;01:00:00;Palmeiras;Juventude;2;1;0;117;733;1954;119;74;20;117;68;1667
Brazil;Serie A;2022;11/09/2022;15:00:00;Avai;Athletico-PR;1;1;2;349;313;234;35;322;265;324;304;237
Brazil;Serie A;2022;11/09/2022;15:00:00;Botafogo RJ;America MG;0;0;2;202;334;416;218;34;42;203;325;389
Brazil;Serie A;2022;11/09/2022;20:00:00;Coritiba;Atletico GO;2;0;0;224;315;371;228;33;375;22;314;349
Brazil;Serie A;2022;11/09/2022;20:00:00;Sao Paulo;Corinthians;1;1;2;268;284;326;268;316;39;246;289;33
Brazil;Serie A;2022;11/09/2022;23:00:00;Goias;Flamengo RJ;1;1;2;622;403;159;68;41;163;571;394;159
Brazil;Serie A;2022;17/09/2022;20:30:00;Avai;Atletico-MG;1;0;0;461;337;192;5;37;196;448;338;186
Brazil;Serie A;2022;17/09/2022;23:00:00;Botafogo RJ;Coritiba;2;0;0;155;404;698;165;408;698;155;39;633
Brazil;Serie A;2022;18/09/2022;15:00:00;Bragantino;Goias;1;1;2;146;44;798;15;447;8;145;43;731
Brazil;Serie A;2022;18/09/2022;20:00:00;Ceara;Sao Paulo;0;2;1;265;302;309;281;32;309;26;301;292
Brazil;Serie A;2022;18/09/2022;20:00:00;Flamengo RJ;Fluminense;1;2;1;169;374;563;176;396;588;167;37;529
Brazil;Serie A;2022;18/09/2022;22:00:00;America MG;Corinthians;1;0;0;226;308;376;25;322;38;221;306;357
Brazil;Serie A;2022;18/09/2022;22:00:00;Juventude;Fortaleza;1;1;2;338;322;234;356;333;24;332;314;227
Brazil;Serie A;2022;18/09/2022;22:30:00;Palmeiras;Santos;1;0;0;139;47;959;143;5;98;138;464;869
Brazil;Serie A;2022;18/09/2022;23:00:00;Athletico-PR;Cuiaba;2;2;2;17;345;622;18;345;656;172;332;57
Brazil;Serie A;2022;20/09/2022;00:00:00;Atletico GO;Internacional;1;2;1;364;32;224;383;334;225;347;318;22
Brazil;Serie A;2022;26/09/2022;00:00:00;Sao Paulo;Avai;4;0;0;138;482;928;144;482;93;139;456;823
Brazil;Serie A;2022;28/09/2022;01:00:00;Santos;Athletico-PR;2;0;0;211;328;398;216;342;41;207;324;376
Brazil;Serie A;2022;28/09/2022;23:00:00;Corinthians;Atletico GO;2;1;0;162;384;647;165;39;675;16;373;597
Brazil;Serie A;2022;28/09/2022;23:00:00;Coritiba;Ceara;1;0;0;229;323;355;24;331;359;223;318;338
Brazil;Serie A;2022;28/09/2022;23:00:00;Fluminense;Juventude;4;0;0;136;537;93;139;537;93;134;506;839
Brazil;Serie A;2022;28/09/2022;23:00:00;Fortaleza;Flamengo RJ;3;2;0;311;305;265;315;31;267;299;296;259
Brazil;Serie A;2022;29/09/2022;01:00:00;Cuiaba;America MG;2;1;0;252;301;335;258;31;335;248;297;313
Brazil;Serie A;2022;29/09/2022;01:45:00;Atletico-MG;Palmeiras;0;1;1;188;34;492;21;364;51;189;334;44
Brazil;Serie A;2022;29/09/2022;01:45:00;Goias;Botafogo RJ;0;1;1;349;314;237;36;327;25;326;309;233
Brazil;Serie A;2022;29/09/2022;01:45:00;Internacional;Bragantino;0;0;2;191;355;444;194;401;47;189;344;418
Brazil;Serie A;2022;01/10/2022;19:00:00;Atletico-MG;Fluminense;2;0;0;176;359;531;184;372;56;173;353;505
Brazil;Serie A;2022;01/10/2022;19:00:00;Ceara;America MG;1;2;1;205;326;413;206;346;426;201;325;392
Brazil;Serie A;2022;01/10/2022;19:00:00;Internacional;Santos;1;0;0;173;359;556;179;378;56;172;353;518
Brazil;Serie A;2022;01/10/2022;23:00:00;Athletico-PR;Juventude;2;0;0;146;444;804;15;475;804;145;426;718
Brazil;Serie A;2022;01/10/2022;23:00:00;Avai;Atletico GO;1;2;1;226;317;358;226;335;375;219;316;347
Brazil;Serie A;2022;01/10/2022;23:00:00;Flamengo RJ;Bragantino;4;1;0;144;463;807;147;463;807;143;444;725
Brazil;Serie A;2022;01/10/2022;23:00:00;Goias;Fortaleza;0;1;1;291;3;279;3;327;28;283;3;266
Brazil;Serie A;2022;02/10/2022;01:00:00;Corinthians;Cuiaba;2;0;0;171;343;621;172;355;657;167;342;592
Brazil;Serie A;2022;04/10/2022;00:00:00;Botafogo RJ;Palmeiras;1;3;1;522;367;176;596;37;185;495;352;175
Brazil;Serie A;2022;05/10/2022;01:30:00;Juventude;Corinthians;2;2;2;468;33;195;512;345;198;445;327;19
Brazil;Serie A;2022;05/10/2022;23:00:00;Atletico GO;Fluminense;3;2;0;321;327;244;345;336;244;314;32;234
Brazil;Serie A;2022;05/10/2022;23:00:00;Bragantino;Cuiaba;2;1;0;196;325;472;205;334;472;195;317;436
Brazil;Serie A;2022;05/10/2022;23:00:00;Ceara;Goias;1;1;2;169;372;583;171;383;583;167;362;545
Brazil;Serie A;2022;05/10/2022;23:30:00;Athletico-PR;Fortaleza;1;1;2;211;326;405;214;361;433;203;323;394
Brazil;Serie A;2022;06/10/2022;01:30:00;Flamengo RJ;Internacional;0;0;2;139;489;907;146;505;96;139;473;794
Brazil;Serie A;2022;06/10/2022;01:30:00;Santos;Atletico-MG;1;2;1;336;311;245;339;326;251;321;304;241
Brazil;Serie A;2022;06/10/2022;23:00:00;Palmeiras;Coritiba;4;0;0;123;65;1364;125;711;14;123;625;1204
Brazil;Serie A;2022;07/10/2022;00:00:00;America MG;Sao Paulo;1;2;1;278;317;284;278;329;295;267;313;274
Brazil;Serie A;2022;07/10/2022;00:00:00;Avai;Botafogo RJ;1;2;1;267;306;307;273;315;307;258;301;294
Brazil;Serie A;2022;08/10/2022;23:00:00;Cuiaba;Flamengo RJ;1;2;1;377;322;221;39;347;223;356;315;218
Brazil;Serie A;2022;09/10/2022;01:00:00;Corinthians;Athletico-PR;2;1;0;216;315;403;227;332;405;216;308;373
Brazil;Serie A;2022;09/10/2022;15:00:00;Internacional;Goias;4;2;0;139;486;939;142;486;939;138;467;824
Brazil;Serie A;2022;09/10/2022;20:00:00;Fortaleza;Avai;2;0;0;145;435;874;155;44;875;147;406;763
Brazil;Serie A;2022;09/10/2022;20:00:00;Sao Paulo;Botafogo RJ;0;1;1;17;379;555;175;4;555;169;369;512
Brazil;Serie A;2022;09/10/2022;22:00:00;Atletico-MG;Ceara;0;0;2;146;431;887;149;481;887;144;422;807
Brazil;Serie A;2022;09/10/2022;22:00:00;Coritiba;Bragantino;2;1;0;251;32;315;266;33;315;251;31;296
Brazil;Serie A;2022;09/10/2022;22:00:00;Fluminense;America MG;0;2;1;163;409;578;171;415;638;163;389;544
Brazil;Serie A;2022;10/10/2022;22:30:00;Atletico GO;Palmeiras;1;1;2;608;399;162;616;403;169;555;386;162
Brazil;Serie A;2022;11/10/2022;00:00:00;Santos;Juventude;4;1;0;148;423;826;15;448;86;146;412;767
Brazil;Serie A;2022;16/10/2022;00:30:00;Flamengo RJ;Atletico-MG;1;0;0;274;299;304;278;32;315;26;303;294
Brazil;Serie A;2022;16/10/2022;00:30:00;America MG;Fortaleza;1;2;1;22;327;373;221;337;386;214;326;351
Brazil;Serie A;2022;16/10/2022;20:00:00;Ceara;Cuiaba;1;1;2;202;313;464;213;322;464;202;306;423
Brazil;Serie A;2022;16/10/2022;20:00:00;Palmeiras;Sao Paulo;0;0;2;165;392;582;172;406;594;164;38;538
Brazil;Serie A;2022;16/10/2022;22:00:00;Juventude;Atletico GO;1;1;2;281;322;278;296;335;28;274;313;268
Brazil;Serie A;2022;16/10/2022;22:00:00;Botafogo RJ;Internacional;0;1;1;273;311;294;285;327;294;264;309;28
Brazil;Serie A;2022;16/10/2022;23:00:00;Athletico-PR;Coritiba;1;0;0;171;377;556;174;395;618;167;37;525
Brazil;Serie A;2022;16/10/2022;23:00:00;Avai;Fluminense;0;3;1;445;34;196;454;35;204;405;329;197
Brazil;Serie A;2022;18/10/2022;00:00:00;Bragantino;Santos;0;2;1;193;339;46;214;339;46;198;32;414
Brazil;Serie A;2022;21/10/2022;00:00:00;Sao Paulo;Coritiba;3;1;0;142;458;917;143;475;95;14;446;839
Brazil;Serie A;2022;22/10/2022;20:30:00;Bragantino;Athletico-PR;4;2;0;214;336;38;22;342;38;212;327;355
Brazil;Serie A;2022;22/10/2022;23:00:00;America MG;Flamengo RJ;1;2;1;281;329;272;299;338;278;276;321;263
Brazil;Serie A;2022;22/10/2022;23:00:00;Santos;Corinthians;0;1;1;265;29;327;277;3;332;259;286;313
Brazil;Serie A;2022;23/10/2022;01:00:00;Palmeiras;Avai;3;0;0;116;819;21;118;85;21;116;747;1728
Brazil;Serie A;2022;23/10/2022;20:00:00;Fluminense;Botafogo RJ;2;2;2;191;351;455;192;355;509;186;343;44
Brazil;Serie A;2022;23/10/2022;20:00:00;Juventude;Sao Paulo;1;2;1;464;354;188;486;356;192;443;343;185
Brazil;Serie A;2022;23/10/2022;22:00:00;Atletico GO;Ceara;1;0;0;231;327;346;237;333;345;227;318;327
Brazil;Serie A;2022;23/10/2022;22:00:00;Coritiba;Internacional;1;1;2;42;347;199;431;354;2;399;339;195
Brazil;Serie A;2022;23/10/2022;22:00:00;Cuiaba;Goias;1;2;1;174;37;541;178;378;55;171;357;51
Brazil;Serie A;2022;25/10/2022;00:00:00;Fortaleza;Atletico-MG;0;0;2;247;309;335;255;31;345;24;297;327
Brazil;Serie A;2022;26/10/2022;01:45:00;Athletico-PR;Palmeiras;1;3;1;657;394;163;675;398;168;61;38;159
Brazil;Serie A;2022;26/10/2022;01:45:00;Flamengo RJ;Santos;3;2;0;139;489;935;147;495;935;138;472;817
Brazil;Serie A;2022;26/10/2022;23:30:00;Botafogo RJ;Bragantino;2;1;0;237;32;34;24;336;356;229;319;322
Brazil;Serie A;2022;27/10/2022;01:45:00;Corinthians;Fluminense;0;2;1;228;312;372;239;328;374;223;309;349
Brazil;Serie A;2022;27/10/2022;01:45:00;Goias;America MG;2;2;2;308;319;257;31;333;257;294;315;247
Brazil;Serie A;2022;27/10/2022;01:45:00;Internacional;Ceara;2;1;0;165;375;62;167;385;62;163;372;565
Brazil;Serie A;2022;27/10/2022;23:00:00;Fortaleza;Coritiba;3;1;0;146;451;798;155;451;798;145;433;705
Brazil;Serie A;2022;27/10/2022;23:00:00;Sao Paulo;Atletico GO;2;1;0;166;393;575;17;401;65;164;384;531
Brazil;Serie A;2022;27/10/2022;23:30:00;Atletico-MG;Juventude;1;0;0;12;743;1694;122;743;17;12;652;1396
Brazil;Serie A;2022;28/10/2022;00:00:00;Cuiaba;Avai;1;0;0;185;345;498;2;356;498;184;338;452
Brazil;Serie A;2022;29/10/2022;23:30:00;Goias;Corinthians;0;0;2;29;305;282;305;31;282;279;3;273
Brazil;Serie A;2022;31/10/2022;23:00:00;Ceara;Fluminense;0;1;1;343;325;233;363;337;235;33;319;226
Brazil;Serie A;2022;01/11/2022;22:00:00;Botafogo RJ;Cuiaba;0;2;1;186;338;509;193;34;53;186;328;464
Brazil;Serie A;2022;02/11/2022;00:30:00;Sao Paulo;Atletico-MG;2;2;2;258;299;327;272;318;327;25;296;313
Brazil;Serie A;2022;02/11/2022;19:00:00;America MG;Internacional;1;0;0;245;33;316;245;335;316;239;321;305
Brazil;Serie A;2022;02/11/2022;19:00:00;Athletico-PR;Goias;3;2;0;164;401;581;164;42;61;158;396;576
Brazil;Serie A;2022;02/11/2022;22:00:00;Atletico GO;Santos;2;3;1;203;335;421;205;354;43;197;333;399
Brazil;Serie A;2022;02/11/2022;22:00:00;Avai;Bragantino;1;2;1;357;335;222;367;355;236;335;324;221
Brazil;Serie A;2022;02/11/2022;22:00:00;Juventude;Coritiba;0;1;1;259;327;298;269;33;298;254;315;288
Brazil;Serie A;2022;03/11/2022;00:30:00;Flamengo RJ;Corinthians;1;2;1;172;373;554;177;394;554;17;363;512
Brazil;Serie A;2022;03/11/2022;00:30:00;Palmeiras;Fortaleza;4;0;0;144;485;765;157;485;765;145;455;685
Brazil;Serie A;2022;05/11/2022;19:30:00;Fluminense;Sao Paulo;3;1;0;209;361;368;214;37;385;206;348;356
Brazil;Serie A;2022;05/11/2022;19:30:00;Santos;Avai;1;1;2;138;474;1015;143;485;1015;138;456;885
Brazil;Serie A;2022;05/11/2022;22:00:00;Bragantino;America MG;1;4;1;202;363;385;205;365;4;2;349;369
Brazil;Serie A;2022;05/11/2022;22:00:00;Goias;Juventude;1;0;0;167;398;547;176;398;6;168;375;515
Brazil;Serie A;2022;05/11/2022;23:30:00;Corinthians;Ceara;1;0;0;188;335;502;196;343;502;187;326;456
Brazil;Serie A;2022;06/11/2022;00:00:00;Internacional;Athletico-PR;2;0;0;188;361;453;2;368;463;19;345;421
Brazil;Serie A;2022;06/11/2022;19:00:00;Coritiba;Flamengo RJ;1;0;0;367;336;218;376;343;22;35;328;214
Brazil;Serie A;2022;06/11/2022;19:00:00;Fortaleza;Atletico GO;1;1;2;168;392;559;173;4;612;168;381;507
Brazil;Serie A;2022;06/11/2022;21:30:00;Cuiaba;Palmeiras;1;1;2;394;346;206;394;36;211;368;338;204
Brazil;Serie A;2022;07/11/2022;23:00:00;Atletico-MG;Botafogo RJ;0;2;1;164;384;624;168;405;66;161;377;584
Brazil;Serie A;2022;09/11/2022;00:30:00;Sao Paulo;Internacional;0;1;1;187;363;458;197;367;458;187;35;426
Brazil;Serie A;2022;09/11/2022;22:00:00;Avai;Ceara;2;0;0;426;342;199;426;35;205;405;333;196
Brazil;Serie A;2022;09/11/2022;22:00:00;Coritiba;Corinthians;2;2;2;294;307;277;295;308;3;282;296;273
Brazil;Serie A;2022;09/11/2022;22:00:00;Fluminense;Goias;3;0;0;139;537;793;143;537;9;136;503;782
Brazil;Serie A;2022;09/11/2022;23:30:00;Fortaleza;Bragantino;6;0;0;182;378;464;203;378;47;181;358;439
Brazil;Serie A;2022;10/11/2022;00:30:00;Atletico GO;Athletico-PR;1;1;2;215;355;356;22;357;375;21;339;346
Brazil;Serie A;2022;10/11/2022;00:30:00;Juventude;Flamengo RJ;2;2;2;565;384;168;615;4;168;545;375;164
Brazil;Serie A;2022;10/11/2022;00:30:00;Palmeiras;America MG;2;1;0;151;444;627;161;489;657;152;45;559
Brazil;Serie A;2022;10/11/2022;23:00:00;Atletico-MG;Cuiaba;3;0;0;147;438;798;152;44;8;146;417;725
Brazil;Serie A;2022;10/11/2022;23:00:00;Botafogo RJ;Santos;3;0;0;224;33;36;229;36;376;221;324;337
Brazil;Serie A;2022;12/11/2022;19:00:00;Flamengo RJ;Avai;1;2;1;117;817;1616;118;817;19;116;756;1607
Brazil;Serie A;2022;13/11/2022;19:00:00;America MG;Atletico GO;1;1;2;161;444;547;165;45;55;159;421;514
Brazil;Serie A;2022;13/11/2022;19:00:00;Athletico-PR;Botafogo RJ;3;0;0;221;337;358;225;345;36;218;326;338
Brazil;Serie A;2022;13/11/2022;19:00:00;Bragantino;Fluminense;0;1;1;249;369;282;25;371;29;24;353;276
Brazil;Serie A;2022;13/11/2022;19:00:00;Ceara;Juventude;4;1;0;166;408;548;173;415;548;167;384;498
Brazil;Serie A;2022;13/11/2022;19:00:00;Corinthians;Atletico-MG;0;1;1;314;319;252;335;334;257;306;307;245
Brazil;Serie A;2022;13/11/2022;19:00:00;Cuiaba;Coritiba;2;1;0;194;354;43;205;36;435;194;337;4
Brazil;Serie A;2022;13/11/2022;19:00:00;Goias;Sao Paulo;0;4;1;509;399;171;525;399;175;485;378;169
Brazil;Serie A;2022;13/11/2022;19:00:00;Internacional;Palmeiras;3;0;0;26;359;274;264;366;285;249;345;272
Brazil;Serie A;2022;13/11/2022;19:00:00;Santos;Fortaleza;0;2;1;329;347;229;352;35;23;32;33;224
Brazil;Serie A;2023;15/04/2023;20:00:00;America MG;Fluminense;0;3;1;255;334;298;269;339;298;249;323;287
Brazil;Serie A;2023;15/04/2023;20:00:00;Palmeiras;Cuiaba;2;1;0;139;512;851;14;53;975;135;492;854
Brazil;Serie A;2023;15/04/2023;22:30:00;Athletico-PR;Goias;2;0;0;164;369;664;167;375;675;162;357;617
Brazil;Serie A;2023;15/04/2023;22:30:00;Botafogo RJ;Sao Paulo;2;1;0;246;317;326;255;326;338;24;305;315
Brazil;Serie A;2023;15/04/2023;22:30:00;Bragantino;Bahia;2;1;0;185;371;458;191;38;458;184;356;421
Brazil;Serie A;2023;15/04/2023;22:30:00;Fortaleza;Internacional;1;1;2;191;36;44;201;365;44;191;344;407
Brazil;Serie A;2023;16/04/2023;01:00:00;Atletico-MG;Vasco;1;2;1;184;359;484;186;362;513;18;35;454
Brazil;Serie A;2023;16/04/2023;20:00:00;Corinthians;Cruzeiro;2;1;0;18;351;529;185;361;569;177;341;496
Brazil;Serie A;2023;16/04/2023;20:00:00;Flamengo RJ;Coritiba;3;0;0;139;502;879;144;52;93;138;476;813
Brazil;Serie A;2023;16/04/2023;22:30:00;Gremio;Santos;1;0;0;178;358;534;183;358;535;177;338;499
Brazil;Serie A;2023;22/04/2023;20:00:00;Fluminense;Athletico-PR;2;0;0;15;43;759;163;442;76;15;413;671
Brazil;Serie A;2023;22/04/2023;22:30:00;Cuiaba;Bragantino;1;1;2;265;311;304;269;322;307;254;307;293
Brazil;Serie A;2023;22/04/2023;22:30:00;Sao Paulo;America MG;3;0;0;194;342;451;196;36;5;188;341;429
Brazil;Serie A;2023;23/04/2023;01:00:00;Cruzeiro;Gremio;1;0;0;239;326;331;251;326;333;238;313;311
Brazil;Serie A;2023;23/04/2023;15:00:00;Internacional;Flamengo RJ;2;1;0;277;331;274;283;336;274;271;322;263
Brazil;Serie A;2023;23/04/2023;20:00:00;Santos;Atletico-MG;0;0;2;342;313;241;345;323;244;324;307;235
Brazil;Serie A;2023;23/04/2023;20:00:00;Vasco;Palmeiras;2;2;2;328;319;244;367;335;246;321;315;232
Brazil;Serie A;2023;23/04/2023;22:30:00;Coritiba;Fortaleza;0;3;1;273;318;289;28;325;293;265;312;276
Brazil;Serie A;2023;23/04/2023;23:00:00;Goias;Corinthians;3;1;0;329;293;262;329;308;273;301;294;258
Brazil;Serie A;2023;25/04/2023;00:00:00;Bahia;Botafogo RJ;1;2;1;21;334;396;22;338;396;208;324;37
Brazil;Serie A;2023;29/04/2023;20:30:00;Coritiba;Sao Paulo;1;1;2;303;318;261;323;324;261;299;309;247
Brazil;Serie A;2023;29/04/2023;20:30:00;Fortaleza;Fluminense;4;2;0;216;334;376;258;348;38;219;329;337
Brazil;Serie A;2023;29/04/2023;22:30:00;Bragantino;Cruzeiro;0;3;1;182;367;481;22;375;481;189;343;418
Brazil;Serie A;2023;29/04/2023;22:30:00;Palmeiras;Corinthians;2;1;0;15;407;826;16;435;869;149;401;713
Brazil;Serie A;2023;29/04/2023;22:30:00;Santos;America MG;3;2;0;241;322;331;244;331;351;232;315;32
Brazil;Serie A;2023;30/04/2023;01:00:00;Atletico-MG;Athletico-PR;2;1;0;163;383;673;169;388;707;16;37;613
Brazil;Serie A;2023;30/04/2023;20:00:00;Flamengo RJ;Botafogo RJ;2;3;1;161;4;62;163;415;62;16;389;558
Brazil;Serie A;2023;30/04/2023;22:30:00;Cuiaba;Gremio;1;2;1;279;312;287;292;325;288;27;309;274
Brazil;Serie A;2023;30/04/2023;22:30:00;Internacional;Goias;1;0;0;164;398;591;164;41;613;16;387;566
Brazil;Serie A;2023;02/05/2023;00:00:00;Vasco;Bahia;0;1;1;175;385;505;184;385;505;175;364;467
Brazil;Serie A;2023;06/05/2023;20:00:00;Cruzeiro;Santos;2;1;0;175;363;549;178;375;57;17;353;524
